time,value
00:00:00,51
00:01:00,52
00:02:00,51
00:03:00,50
00:04:00,50
00:05:00,49
00:06:00,49
00:07:00,51
00:08:00,48
00:09:00,50
00:10:00,50
00:11:00,49
00:12:00,50
00:13:00,49
00:14:00,50
00:15:00,50
00:16:00,50
00:17:00,49
00:18:00,49
00:19:00,49
00:20:00,51
00:21:00,50
00:22:00,49
00:23:00,49
00:24:00,49
00:25:00,49
00:26:00,48
00:27:00,50
00:28:00,50
00:29:00,50
00:30:00,49
00:31:00,49
00:32:00,49
00:33:00,50
00:34:00,49
00:35:00,48
00:36:00,48
00:37:00,49
00:38:00,49
00:39:00,50
00:40:00,50
00:41:00,50
00:42:00,49
00:43:00,50
00:44:00,60
00:45:00,65
00:46:00,56
00:47:00,55
00:48:00,56
00:49:00,55
00:50:00,57
00:51:00,54
00:52:00,55
00:53:00,63
00:54:00,57
00:55:00,57
00:56:00,60
00:57:00,59
00:58:00,60
00:59:00,60
01:00:00,60
01:01:00,57
01:02:00,55
01:03:00,54
01:04:00,53
01:05:00,56
01:06:00,56
01:07:00,53
01:08:00,53
01:09:00,55
01:10:00,56
01:11:00,57
01:12:00,56
01:13:00,57
01:14:00,53
01:15:00,55
01:16:00,56
01:17:00,54
01:18:00,56
01:19:00,54
01:20:00,57
01:21:00,57
01:22:00,55
01:23:00,56
01:24:00,55
01:25:00,58
01:26:00,57
01:27:00,58
01:28:00,58
01:29:00,57
01:30:00,55
01:31:00,55
01:32:00,55
01:33:00,54
01:34:00,56
01:35:00,55
01:36:00,54
01:37:00,54
01:38:00,53
01:39:00,60
01:40:00,51
01:41:00,48
01:42:00,49
01:43:00,49
01:44:00,50
01:45:00,49
01:46:00,50
01:47:00,48
01:48:00,48
01:49:00,49
01:50:00,51
01:51:00,49
01:52:00,51
01:53:00,49
01:54:00,49
01:55:00,49
01:56:00,65
01:57:00,61
01:58:00,58
01:59:00,59
02:00:00,50
02:01:00,50
02:02:00,49
02:03:00,50
02:04:00,47
02:05:00,48
