time,value
00:00:00,45
00:01:00,46
00:02:00,44
00:03:00,48
00:04:00,46
00:05:00,45
00:06:00,46
00:07:00,45
00:08:00,45
00:09:00,48
00:10:00,47
00:11:00,44
00:12:00,45
00:13:00,44
00:14:00,44
00:15:00,45
00:16:00,44
00:17:00,44
00:18:00,44
00:19:00,44
00:20:00,44
00:21:00,44
00:22:00,43
00:23:00,44
00:24:00,44
00:25:00,44
00:26:00,43
00:27:00,42
00:28:00,42
00:29:00,42
00:30:00,43
00:31:00,42
00:32:00,42
00:33:00,41
00:34:00,45
00:35:00,44
00:36:00,44
00:37:00,44
00:38:00,46
00:39:00,46
00:40:00,45
00:41:00,45
00:42:00,44
00:43:00,43
00:44:00,44
00:45:00,44
00:46:00,43
00:47:00,44
00:48:00,43
00:49:00,43
00:50:00,48
00:51:00,49
00:52:00,51
00:53:00,47
00:54:00,49
00:55:00,48
00:56:00,47
00:57:00,50
00:58:00,51
00:59:00,49
01:00:00,48
01:01:00,49
01:02:00,49
01:03:00,48
01:04:00,46
01:05:00,46
01:06:00,49
01:07:00,48
01:08:00,55
01:09:00,51
01:10:00,51
01:11:00,49
01:12:00,49
01:13:00,51
01:14:00,48
01:15:00,48
01:16:00,47
01:17:00,48
01:18:00,54
01:19:00,52
01:20:00,54
01:21:00,58
01:22:00,53
01:23:00,55
01:24:00,48
01:25:00,51
01:26:00,48
01:27:00,48
01:28:00,46
01:29:00,45
01:30:00,45
01:31:00,48
01:32:00,47
01:33:00,48
01:34:00,48
01:35:00,47
01:36:00,47
01:37:00,51
01:38:00,46
01:39:00,51
01:40:00,50
01:41:00,52
01:42:00,52
01:43:00,48
01:44:00,49
01:45:00,48
01:46:00,54
01:47:00,59
01:48:00,55
01:49:00,51
01:50:00,50
01:51:00,48
01:52:00,48
01:53:00,48
01:54:00,49
01:55:00,48
01:56:00,45
01:57:00,44
01:58:00,45
01:59:00,45
02:00:00,45
02:01:00,45
02:02:00,46
02:03:00,45
02:04:00,44
02:05:00,45
02:06:00,46
02:07:00,45
02:08:00,46
02:09:00,46
02:10:00,45
02:11:00,45
02:12:00,46
02:13:00,44
02:14:00,44
02:15:00,43
02:16:00,44
02:17:00,44
02:18:00,44
02:19:00,45
02:20:00,44
02:21:00,46
02:22:00,47
02:23:00,45
02:24:00,46
02:25:00,45
02:26:00,46
02:27:00,46
02:28:00,45
02:29:00,46
02:30:00,45
02:31:00,46
02:32:00,47
02:33:00,46
02:34:00,48
02:35:00,47
02:36:00,48
02:37:00,47
02:38:00,46
02:39:00,47
02:40:00,47
02:41:00,46
02:42:00,56
02:43:00,48
02:44:00,47
02:45:00,46
02:46:00,45
02:47:00,45
02:48:00,44
02:49:00,44
02:50:00,44
02:51:00,53
02:52:00,44
02:53:00,44
02:54:00,44
02:55:00,44
02:56:00,45
02:57:00,44
02:58:00,44
02:59:00,44
03:00:00,44
03:01:00,43
03:02:00,43
03:03:00,44
03:04:00,44
03:05:00,44
03:06:00,44
03:07:00,45
03:08:00,45
03:09:00,44
03:10:00,44
03:11:00,43
03:12:00,45
03:13:00,45
03:14:00,46
03:15:00,44
03:16:00,45
03:17:00,45
03:18:00,45
03:19:00,45
03:20:00,46
03:21:00,45
03:22:00,46
03:23:00,46
03:24:00,46
03:25:00,45
03:26:00,46
03:27:00,58
03:28:00,65
03:29:00,49
03:30:00,46
03:31:00,46
03:32:00,46
03:33:00,46
03:34:00,46
03:35:00,47
03:36:00,47
03:37:00,47
03:38:00,47
03:39:00,47
03:40:00,47
03:41:00,48
03:42:00,46
03:43:00,48
03:44:00,47
03:45:00,48
03:46:00,47
03:47:00,48
03:48:00,47
03:49:00,48
03:50:00,48
03:51:00,45
03:52:00,49
03:53:00,49
03:54:00,51
03:55:00,51
03:56:00,47
03:57:00,50
03:58:00,54
03:59:00,47
04:00:00,53
04:01:00,59
04:02:00,53
04:03:00,55
04:04:00,52
04:05:00,56
04:06:00,54
04:07:00,52
04:08:00,55
04:09:00,50
04:10:00,66
04:11:00,53
04:12:00,47
04:13:00,51
04:14:00,46
04:15:00,48
04:16:00,49
04:17:00,50
04:18:00,45
04:19:00,53
04:20:00,48
04:21:00,49
04:22:00,44
04:23:00,48
04:24:00,44
04:25:00,49
04:26:00,46
04:27:00,46
04:28:00,49
04:29:00,44
04:30:00,56
04:31:00,58
04:32:00,56
04:33:00,52
04:34:00,51
04:35:00,45
04:36:00,46
04:37:00,44
04:38:00,47
04:39:00,49
04:40:00,57
04:41:00,47
04:42:00,50
04:43:00,52
04:44:00,65
04:45:00,65
04:46:00,51
04:47:00,50
04:48:00,54
04:49:00,49
04:50:00,49
04:51:00,48
04:52:00,50
04:53:00,48
04:54:00,49
04:55:00,48
04:56:00,47
04:57:00,47
04:58:00,51
04:59:00,49
05:00:00,46
05:01:00,47
05:02:00,47
05:03:00,47
05:04:00,47
05:05:00,44
05:06:00,47
05:07:00,47
05:08:00,47
05:09:00,47
05:10:00,47
05:11:00,47
05:12:00,47
05:13:00,46
05:14:00,47
05:15:00,45
05:16:00,46
05:17:00,46
05:18:00,47
05:19:00,47
05:20:00,47
05:21:00,47
05:22:00,46
05:23:00,47
05:24:00,46
05:25:00,47
05:26:00,48
05:27:00,54
05:28:00,48
05:29:00,47
05:30:00,71
05:31:00,61
05:32:00,52
05:33:00,49
05:34:00,49
05:35:00,73
05:36:00,51
05:37:00,46
