time,value
00:00:00,49
00:01:00,58
00:02:00,62
00:03:00,65
00:04:00,68
00:05:00,59
00:06:00,58
00:07:00,61
00:08:00,58
00:09:00,50
00:10:00,49
00:11:00,52
00:12:00,52
00:13:00,53
00:14:00,56
00:15:00,51
00:16:00,53
00:17:00,54
00:18:00,52
00:19:00,52
00:20:00,53
00:21:00,51
00:22:00,55
00:23:00,58
00:24:00,52
00:25:00,55
00:26:00,54
00:27:00,51
00:28:00,54
00:29:00,52
00:30:00,53
00:31:00,52
00:32:00,56
00:33:00,58
00:34:00,54
00:35:00,51
00:36:00,51
00:37:00,53
00:38:00,52
00:39:00,51
00:40:00,53
00:41:00,53
00:42:00,53
00:43:00,52
00:44:00,51
00:45:00,50
00:46:00,50
00:47:00,53
00:48:00,50
00:49:00,49
00:50:00,51
00:51:00,53
00:52:00,52
00:53:00,50
00:54:00,50
00:55:00,50
00:56:00,52
00:57:00,55
00:58:00,51
00:59:00,49
01:00:00,50
01:01:00,50
01:02:00,48
01:03:00,52
01:04:00,58
01:05:00,64
01:06:00,60
01:07:00,49
01:08:00,49
01:09:00,53
01:10:00,52
01:11:00,49
01:12:00,50
01:13:00,50
01:14:00,49
01:15:00,52
01:16:00,47
01:17:00,48
01:18:00,52
01:19:00,57
01:20:00,53
01:21:00,50
01:22:00,48
01:23:00,49
01:24:00,50
01:25:00,51
01:26:00,50
01:27:00,49
01:28:00,48
01:29:00,49
01:30:00,49
01:31:00,54
01:32:00,55
01:33:00,52
01:34:00,57
01:35:00,59
01:36:00,53
01:37:00,50
01:38:00,52
01:39:00,55
01:40:00,52
02:17:00,85
02:18:00,53
02:19:00,41
02:20:00,41
02:21:00,40
02:22:00,43
02:23:00,53
02:24:00,43
02:25:00,41
02:26:00,40
02:27:00,40
02:28:00,40
02:29:00,39
02:30:00,39
02:31:00,39
02:32:00,40
02:33:00,40
02:34:00,40
02:35:00,41
02:36:00,40
02:37:00,40
02:38:00,42
02:39:00,41
02:40:00,43
02:41:00,43
