time,value
00:00:00,61
00:01:00,65
00:02:00,65
00:03:00,65
00:04:00,70
00:05:00,60
00:06:00,50
00:07:00,54
00:08:00,58
00:09:00,65
00:10:00,64
00:11:00,58
00:12:00,66
00:13:00,69
00:14:00,74
00:15:00,76
00:16:00,74
00:17:00,79
00:18:00,82
00:19:00,76
00:20:00,89
00:21:00,82
00:22:00,76
00:23:00,80
00:24:00,86
00:25:00,81
00:26:00,60
00:27:00,56
00:28:00,48
00:29:00,46
00:30:00,50
00:31:00,52
00:32:00,53
00:33:00,62
00:34:00,65
00:35:00,56
00:36:00,61
00:37:00,58
00:38:00,49
00:39:00,43
00:40:00,48
00:41:00,51
00:42:00,53
00:43:00,60
00:44:00,64
00:45:00,69
00:46:00,62
00:47:00,47
00:48:00,46
00:49:00,46
00:50:00,46
00:51:00,44
00:52:00,48
00:53:00,47
00:54:00,45
00:55:00,47
00:56:00,45
00:57:00,52
00:58:00,49
00:59:00,49
01:00:00,49
01:01:00,47
01:02:00,48
01:03:00,46
01:04:00,49
01:05:00,49
01:06:00,51
01:07:00,49
01:08:00,48
01:09:00,48
01:10:00,60
01:11:00,56
01:12:00,45
01:13:00,42
01:14:00,41
01:15:00,41
01:16:00,43
01:17:00,41
01:18:00,41
01:19:00,43
01:20:00,42
01:21:00,42
01:22:00,41
01:23:00,40
01:24:00,40
01:25:00,46
01:26:00,45
01:27:00,43
01:28:00,44
01:29:00,54
01:30:00,50
01:31:00,53
01:32:00,47
01:33:00,41
01:34:00,40
01:35:00,47
01:36:00,59
01:37:00,62
01:38:00,62
01:39:00,62
01:40:00,61
01:41:00,58
01:42:00,57
01:43:00,61
01:44:00,61
01:45:00,62
01:46:00,62
01:47:00,46
01:48:00,55
01:49:00,60
01:50:00,60
01:51:00,59
01:52:00,57
01:53:00,58
01:54:00,47
01:55:00,49
01:56:00,56
01:57:00,54
01:58:00,51
01:59:00,43
02:00:00,43
02:01:00,43
02:02:00,43
02:03:00,44
02:04:00,42
02:05:00,43
02:06:00,43
02:07:00,41
02:08:00,43
02:09:00,46
02:10:00,41
02:11:00,41
02:12:00,41
02:13:00,40
02:14:00,42
02:15:00,41
02:16:00,38
02:17:00,43
02:18:00,42
02:19:00,42
02:20:00,41
02:21:00,42
02:22:00,47
02:23:00,44
02:24:00,45
02:25:00,52
02:26:00,47
02:27:00,42
02:28:00,41
02:29:00,39
02:30:00,37
02:31:00,38
02:32:00,37
02:33:00,41
02:34:00,38
02:35:00,37
02:36:00,38
02:37:00,38
02:38:00,37
02:39:00,40
02:40:00,40
02:41:00,39
02:42:00,39
02:43:00,39
02:44:00,38
02:45:00,38
02:46:00,39
02:47:00,37
02:48:00,37
02:49:00,38
02:50:00,38
02:51:00,38
02:52:00,38
02:53:00,38
02:54:00,38
02:55:00,38
02:56:00,39
02:57:00,38
02:58:00,39
02:59:00,38
03:00:00,38
03:01:00,39
03:02:00,40
03:03:00,39
03:04:00,38
03:05:00,38
03:06:00,37
03:07:00,37
03:08:00,37
03:09:00,37
03:10:00,38
03:11:00,37
03:12:00,37
03:13:00,37
03:14:00,38
03:15:00,44
03:16:00,42
03:17:00,41
03:18:00,41
03:19:00,47
03:20:00,48
03:21:00,43
03:22:00,46
03:23:00,49
03:24:00,47
03:25:00,42
03:26:00,39
03:27:00,40
03:28:00,39
03:29:00,38
03:30:00,48
03:31:00,46
03:32:00,42
03:33:00,38
03:34:00,42
03:35:00,41
03:36:00,45
03:37:00,43
03:38:00,47
03:39:00,50
03:40:00,43
03:41:00,40
03:42:00,37
03:43:00,35
03:44:00,40
03:45:00,39
03:46:00,42
03:47:00,46
03:48:00,47
03:49:00,42
03:50:00,40
03:51:00,38
03:52:00,39
03:53:00,38
03:54:00,37
03:55:00,38
03:56:00,38
03:57:00,38
03:58:00,37
03:59:00,37
04:00:00,37
04:01:00,38
04:02:00,39
04:03:00,38
04:04:00,39
04:05:00,38
04:06:00,38
04:07:00,38
04:08:00,37
04:09:00,38
04:10:00,39
04:11:00,40
04:12:00,39
04:13:00,39
04:14:00,38
04:15:00,38
04:16:00,38
04:17:00,38
04:18:00,38
04:19:00,39
04:20:00,38
04:21:00,39
04:22:00,39
04:23:00,38
04:24:00,39
04:25:00,41
04:26:00,39
04:27:00,38
04:28:00,38
04:29:00,37
04:30:00,37
04:31:00,37
04:32:00,51
04:33:00,51
04:34:00,42
04:35:00,40
04:36:00,42
04:37:00,44
04:38:00,43
04:39:00,42
04:40:00,43
04:41:00,42
04:42:00,43
04:43:00,51
04:44:00,44
04:45:00,44
04:46:00,42
04:47:00,42
04:48:00,47
04:49:00,42
04:50:00,43
04:51:00,42
04:52:00,42
04:53:00,42
04:54:00,42
04:55:00,41
04:56:00,42
04:57:00,44
04:58:00,49
04:59:00,44
05:00:00,49
05:01:00,43
05:02:00,39
05:03:00,38
05:04:00,39
05:05:00,43
05:06:00,40
05:07:00,39
05:08:00,40
05:09:00,41
05:10:00,44
05:11:00,44
05:12:00,41
05:13:00,38
05:14:00,37
05:15:00,53
05:16:00,45
05:17:00,41
05:18:00,40
05:19:00,41
05:20:00,40
05:21:00,40
05:22:00,39
05:23:00,39
05:24:00,48
05:25:00,56
05:26:00,52
05:27:00,47
05:28:00,56
05:29:00,51
05:30:00,54
05:31:00,63
05:32:00,63
05:33:00,63
05:34:00,64
05:35:00,67
05:36:00,73
05:37:00,76
05:38:00,70
05:39:00,68
05:40:00,60
05:41:00,48
05:42:00,47
05:43:00,49
05:44:00,47
05:45:00,53
05:46:00,55
05:47:00,52
05:48:00,52
05:49:00,48
05:50:00,48
05:51:00,49
05:52:00,47
05:53:00,47
05:54:00,48
05:55:00,54
05:56:00,50
05:57:00,51
05:58:00,48
05:59:00,54
06:00:00,53
06:01:00,49
06:02:00,48
06:03:00,47
06:04:00,50
06:05:00,50
06:06:00,50
06:07:00,49
06:08:00,48
06:09:00,47
06:10:00,51
06:11:00,52
06:12:00,56
06:13:00,60
06:14:00,58
06:15:00,59
06:16:00,65
06:17:00,69
06:18:00,77
06:19:00,58
06:20:00,80
06:21:00,71
06:22:00,61
06:23:00,65
06:24:00,60
06:25:00,63
06:26:00,61
06:27:00,58
06:28:00,65
06:29:00,74
06:30:00,68
