time,value
00:00:00,64
00:01:00,63
00:02:00,64
00:03:00,66
00:04:00,67
00:05:00,67
00:06:00,74
00:07:00,73
00:08:00,75
00:09:00,65
00:10:00,58
00:11:00,51
00:12:00,53
00:13:00,55
00:14:00,52
00:15:00,51
00:16:00,52
00:17:00,54
00:18:00,55
00:19:00,49
00:20:00,50
00:21:00,50
00:22:00,52
00:23:00,49
00:24:00,52
00:25:00,49
00:26:00,48
00:27:00,50
00:28:00,54
00:29:00,53
00:30:00,53
00:31:00,47
00:32:00,49
00:33:00,49
00:34:00,52
00:35:00,48
00:36:00,51
00:37:00,54
00:38:00,51
00:39:00,50
00:40:00,52
00:41:00,53
00:42:00,51
00:43:00,48
00:44:00,48
00:45:00,49
00:46:00,49
00:47:00,52
00:48:00,51
00:49:00,47
00:50:00,49
00:51:00,49
00:52:00,49
00:53:00,50
00:54:00,51
00:55:00,54
00:56:00,48
00:57:00,49
00:58:00,50
00:59:00,50
01:00:00,52
01:01:00,54
01:02:00,55
01:03:00,56
01:04:00,53
01:05:00,53
01:06:00,48
01:07:00,48
01:08:00,48
01:09:00,46
01:10:00,48
01:11:00,49
01:12:00,50
01:13:00,50
01:14:00,50
01:15:00,50
01:16:00,57
01:17:00,55
01:18:00,53
01:19:00,48
01:20:00,48
01:21:00,49
01:22:00,50
01:23:00,51
01:24:00,54
01:25:00,54
01:26:00,52
01:27:00,55
01:28:00,54
01:29:00,51
01:30:00,49
01:31:00,50
01:32:00,52
01:33:00,50
01:34:00,53
01:35:00,52
01:36:00,49
01:37:00,60
01:38:00,54
01:39:00,50
01:40:00,59
01:41:00,62
01:42:00,59
01:43:00,48
01:44:00,48
01:45:00,48
01:46:00,48
01:47:00,47
01:48:00,48
01:49:00,50
01:50:00,49
01:51:00,47
01:52:00,54
01:53:00,52
01:54:00,49
01:55:00,49
01:56:00,55
01:57:00,51
01:58:00,51
01:59:00,49
02:00:00,56
02:01:00,63
02:02:00,69
02:03:00,69
02:04:00,63
02:05:00,55
02:06:00,52
02:07:00,46
02:08:00,48
02:09:00,50
02:10:00,50
02:11:00,53
02:12:00,51
02:13:00,51
02:14:00,51
02:15:00,53
02:16:00,50
02:17:00,48
02:18:00,53
02:19:00,51
02:20:00,48
02:21:00,51
02:22:00,52
02:23:00,49
02:24:00,50
02:25:00,51
02:26:00,51
02:27:00,49
02:28:00,49
02:29:00,50
02:30:00,48
02:31:00,58
02:32:00,47
02:33:00,49
02:34:00,47
02:35:00,48
02:36:00,47
02:37:00,48
02:38:00,49
02:39:00,48
02:40:00,47
02:41:00,46
02:42:00,47
02:43:00,51
02:44:00,57
02:45:00,48
02:46:00,41
02:47:00,40
02:48:00,38
02:49:00,38
02:50:00,41
02:51:00,41
02:52:00,40
02:53:00,38
02:54:00,37
02:55:00,36
02:56:00,36
02:57:00,36
02:58:00,39
02:59:00,39
03:00:00,37
03:01:00,36
03:02:00,38
03:03:00,46
03:04:00,46
03:05:00,42
03:06:00,43
03:07:00,42
03:08:00,40
03:09:00,37
03:10:00,39
03:11:00,41
03:12:00,44
03:13:00,41
03:14:00,38
03:15:00,41
03:16:00,40
03:17:00,39
03:18:00,39
03:19:00,38
03:20:00,39
03:21:00,39
03:22:00,38
03:23:00,40
03:24:00,41
03:25:00,37
03:26:00,37
03:27:00,36
03:28:00,36
03:29:00,36
03:30:00,39
03:31:00,41
03:32:00,41
03:33:00,38
03:34:00,38
03:35:00,45
03:36:00,44
03:37:00,40
03:38:00,39
03:39:00,41
03:40:00,42
03:41:00,42
03:42:00,42
03:43:00,42
03:44:00,41
03:45:00,41
03:46:00,42
03:47:00,43
03:48:00,45
03:49:00,44
03:50:00,44
03:51:00,46
03:52:00,42
03:53:00,42
03:54:00,42
03:55:00,44
03:56:00,43
03:57:00,43
03:58:00,45
03:59:00,42
04:00:00,44
04:01:00,43
04:02:00,42
04:03:00,43
04:04:00,43
04:05:00,42
04:06:00,41
04:07:00,44
04:08:00,45
04:09:00,41
04:10:00,41
04:11:00,42
04:12:00,42
04:13:00,41
04:14:00,43
04:15:00,41
04:16:00,41
04:17:00,44
04:18:00,43
04:19:00,42
04:20:00,43
04:21:00,42
04:22:00,41
04:23:00,42
04:24:00,42
04:25:00,45
04:26:00,42
04:27:00,42
04:28:00,45
04:29:00,46
04:30:00,43
04:31:00,41
04:32:00,42
04:33:00,44
04:34:00,41
04:35:00,41
04:36:00,41
04:37:00,41
04:38:00,41
04:39:00,41
04:40:00,41
04:41:00,41
04:42:00,42
04:43:00,41
04:44:00,40
04:45:00,41
04:46:00,41
04:47:00,41
04:48:00,41
04:49:00,41
04:50:00,42
04:51:00,41
04:52:00,41
04:53:00,41
04:54:00,41
04:55:00,42
04:56:00,41
04:57:00,41
04:58:00,41
04:59:00,41
05:00:00,41
05:01:00,41
05:02:00,41
05:03:00,41
05:04:00,41
05:05:00,41
05:06:00,41
05:07:00,41
05:08:00,41
05:09:00,40
05:10:00,41
05:11:00,41
05:12:00,41
05:13:00,45
05:14:00,43
05:15:00,41
05:16:00,41
05:17:00,41
05:18:00,41
05:19:00,41
05:20:00,41
05:21:00,41
05:22:00,41
05:23:00,41
05:24:00,41
05:25:00,42
05:26:00,41
05:27:00,41
05:28:00,42
05:29:00,41
05:30:00,42
05:31:00,42
05:32:00,41
05:33:00,41
05:34:00,41
05:35:00,41
05:36:00,42
05:37:00,41
05:38:00,41
05:39:00,42
05:40:00,42
05:41:00,42
05:42:00,42
05:43:00,44
05:44:00,46
05:45:00,42
05:46:00,42
05:47:00,43
05:48:00,47
05:49:00,44
05:50:00,42
05:51:00,42
05:52:00,43
05:53:00,44
05:54:00,42
05:55:00,42
05:56:00,46
05:57:00,42
05:58:00,42
05:59:00,42
06:00:00,42
06:01:00,43
06:02:00,42
06:03:00,43
06:04:00,43
06:05:00,43
06:06:00,43
06:07:00,42
06:08:00,42
06:09:00,42
06:10:00,41
06:11:00,42
06:12:00,42
06:13:00,43
06:14:00,56
06:15:00,48
06:16:00,50
06:17:00,47
06:18:00,53
06:19:00,51
06:20:00,47
06:21:00,51
06:22:00,47
06:23:00,54
06:24:00,76
06:25:00,74
06:26:00,68
06:27:00,66
06:28:00,66
06:29:00,66
06:30:00,66
06:31:00,68
06:32:00,65
06:33:00,72
06:34:00,71
06:35:00,67
06:36:00,65
06:37:00,64
06:38:00,67
06:39:00,76
06:40:00,75
06:41:00,71
06:42:00,72
06:43:00,71
06:44:00,71
06:45:00,75
06:46:00,75
06:47:00,77
06:48:00,73
06:49:00,75
06:50:00,78
06:51:00,79
06:52:00,78
06:53:00,78
06:54:00,73
06:55:00,84
06:56:00,87
06:57:00,89
06:58:00,90
06:59:00,98
