time,value
00:00:00,62
00:01:00,57
00:02:00,63
00:03:00,64
00:04:00,59
00:05:00,60
00:06:00,61
00:07:00,58
00:08:00,63
00:09:00,55
00:10:00,58
00:11:00,57
00:12:00,59
00:13:00,64
00:14:00,56
00:15:00,53
00:16:00,57
00:17:00,61
00:18:00,55
00:19:00,58
00:20:00,61
00:21:00,58
00:22:00,53
00:23:00,58
00:24:00,57
00:25:00,59
00:26:00,57
00:27:00,55
00:28:00,62
00:29:00,63
00:30:00,62
00:31:00,63
00:32:00,66
00:33:00,66
00:34:00,62
00:35:00,59
00:36:00,62
00:37:00,66
00:38:00,58
00:39:00,59
00:40:00,59
00:41:00,58
00:42:00,57
00:43:00,60
00:44:00,59
00:45:00,57
00:46:00,64
00:47:00,64
00:48:00,63
00:49:00,64
00:50:00,64
00:51:00,65
00:52:00,65
00:53:00,65
00:54:00,64
00:55:00,63
00:56:00,62
00:57:00,61
00:58:00,60
00:59:00,60
01:00:00,58
01:01:00,60
01:02:00,60
01:03:00,59
01:04:00,59
01:05:00,59
01:06:00,56
01:07:00,55
01:08:00,56
01:09:00,57
01:10:00,55
01:11:00,55
01:12:00,56
01:13:00,55
01:14:00,56
01:15:00,56
01:16:00,56
01:17:00,56
01:18:00,55
01:19:00,57
01:20:00,55
01:21:00,54
01:22:00,54
01:23:00,55
01:24:00,57
01:25:00,53
01:26:00,65
01:27:00,61
01:28:00,58
01:29:00,57
01:30:00,58
01:31:00,59
01:32:00,58
01:33:00,58
01:34:00,57
01:35:00,54
01:36:00,54
01:37:00,68
01:38:00,53
01:39:00,51
01:40:00,50
01:41:00,49
01:42:00,53
01:43:00,56
01:44:00,54
01:45:00,54
01:46:00,54
01:47:00,55
01:48:00,55
01:49:00,63
01:50:00,58
01:51:00,58
01:52:00,56
01:53:00,56
01:54:00,53
01:55:00,54
01:56:00,55
01:57:00,55
01:58:00,54
01:59:00,51
02:00:00,66
02:01:00,58
02:02:00,57
02:03:00,58
02:04:00,55
02:05:00,52
02:06:00,51
02:07:00,61
02:08:00,59
02:09:00,55
02:10:00,57
