time,value
02:23:00,56
02:24:00,39
02:25:00,38
02:26:00,40
02:27:00,41
02:28:00,41
02:29:00,43
02:30:00,40
02:31:00,51
02:32:00,43
02:33:00,42
02:34:00,43
02:35:00,43
02:36:00,41
02:37:00,40
02:38:00,38
02:39:00,37
02:40:00,40
02:41:00,38
02:42:00,38
02:43:00,40
02:44:00,41
02:45:00,42
02:46:00,42
02:47:00,42
02:48:00,40
02:49:00,39
02:50:00,39
02:51:00,39
02:52:00,40
02:53:00,40
02:54:00,40
02:55:00,40
02:56:00,39
02:57:00,40
02:58:00,40
02:59:00,40
03:00:00,42
03:01:00,53
03:02:00,48
03:03:00,42
03:04:00,43
03:05:00,57
03:06:00,56
03:07:00,58
03:08:00,62
03:09:00,51
03:10:00,52
03:11:00,54
03:12:00,49
03:13:00,51
03:14:00,48
03:15:00,45
03:16:00,47
03:17:00,44
03:18:00,45
03:19:00,47
03:20:00,46
03:21:00,47
03:22:00,46
03:23:00,46
03:24:00,45
03:25:00,46
03:26:00,47
03:27:00,50
03:28:00,48
03:29:00,46
03:30:00,47
03:31:00,53
03:32:00,47
03:33:00,45
03:34:00,45
03:35:00,44
03:36:00,51
03:37:00,49
03:38:00,51
03:39:00,49
03:40:00,49
03:41:00,48
03:42:00,48
03:43:00,52
03:44:00,48
03:45:00,51
03:46:00,48
03:47:00,46
03:48:00,47
03:49:00,50
03:50:00,58
03:51:00,58
03:52:00,48
03:53:00,46
03:54:00,47
03:55:00,47
03:56:00,46
03:57:00,47
03:58:00,46
03:59:00,46
04:00:00,48
04:01:00,46
04:02:00,47
04:03:00,49
04:04:00,49
04:05:00,49
04:06:00,49
04:07:00,47
04:08:00,46
04:09:00,46
04:10:00,45
04:11:00,46
04:12:00,46
04:13:00,48
04:14:00,50
04:15:00,46
04:16:00,45
04:17:00,45
04:18:00,47
04:19:00,45
04:20:00,47
04:21:00,50
04:22:00,49
04:23:00,50
04:24:00,47
04:25:00,46
04:26:00,46
04:27:00,47
04:28:00,48
04:29:00,48
04:30:00,47
04:31:00,48
04:32:00,49
04:33:00,50
04:34:00,51
04:35:00,53
04:36:00,54
04:37:00,51
04:38:00,52
04:39:00,45
04:40:00,45
04:41:00,47
04:42:00,54
04:43:00,46
04:44:00,46
04:45:00,47
04:46:00,45
04:47:00,48
04:48:00,50
04:49:00,51
04:50:00,50
04:51:00,47
04:52:00,48
04:53:00,49
04:54:00,50
04:55:00,51
04:56:00,55
04:57:00,48
04:58:00,52
04:59:00,48
05:00:00,47
05:01:00,48
05:02:00,48
05:03:00,49
05:04:00,46
05:05:00,47
05:06:00,52
05:07:00,53
05:08:00,54
05:09:00,51
05:10:00,46
05:11:00,50
05:12:00,51
05:13:00,52
05:14:00,57
05:15:00,48
05:16:00,49
05:17:00,48
05:18:00,47
05:19:00,51
05:20:00,59
05:21:00,60
05:22:00,50
05:23:00,48
05:24:00,50
05:25:00,50
05:26:00,51
05:27:00,57
05:28:00,53
05:29:00,50
05:30:00,54
05:31:00,46
05:32:00,47
05:33:00,55
05:34:00,60
05:35:00,56
05:36:00,63
