time,value
00:00:00,44
00:01:00,44
00:02:00,47
00:03:00,43
00:04:00,49
00:05:00,43
00:06:00,43
00:07:00,44
00:08:00,44
00:09:00,44
00:10:00,43
00:11:00,43
00:12:00,43
00:13:00,49
00:14:00,43
00:15:00,47
00:16:00,45
00:17:00,43
00:18:00,43
00:19:00,43
00:20:00,43
00:21:00,50
00:22:00,45
00:23:00,46
00:24:00,44
00:25:00,44
00:26:00,46
00:27:00,46
00:28:00,45
00:29:00,44
00:30:00,51
00:31:00,46
00:32:00,45
00:33:00,48
00:34:00,46
00:35:00,47
00:36:00,47
00:37:00,46
00:38:00,47
00:39:00,46
00:40:00,46
00:41:00,45
00:42:00,45
00:43:00,46
00:44:00,46
00:45:00,48
00:46:00,46
00:47:00,47
00:48:00,47
00:49:00,47
00:50:00,45
00:51:00,48
00:52:00,47
00:53:00,45
00:54:00,48
00:55:00,45
00:56:00,50
00:57:00,45
00:58:00,43
00:59:00,44
01:00:00,44
01:01:00,45
01:02:00,50
01:03:00,45
01:04:00,46
01:05:00,48
01:06:00,46
01:07:00,50
01:08:00,46
01:09:00,46
01:10:00,45
01:11:00,45
01:12:00,44
01:13:00,43
01:14:00,44
01:15:00,44
01:16:00,45
01:17:00,44
01:18:00,44
01:19:00,45
01:20:00,45
01:21:00,44
01:22:00,45
01:23:00,45
01:24:00,44
01:25:00,45
01:26:00,44
01:27:00,44
01:28:00,44
01:29:00,43
01:30:00,44
01:31:00,45
01:32:00,44
01:33:00,44
01:34:00,44
01:35:00,43
01:36:00,44
01:37:00,43
01:38:00,43
01:39:00,44
01:40:00,44
01:41:00,44
01:42:00,44
01:43:00,44
01:44:00,45
01:45:00,45
01:46:00,44
01:47:00,44
01:48:00,44
01:49:00,45
01:50:00,44
01:51:00,44
01:52:00,44
01:53:00,44
01:54:00,46
01:55:00,45
01:56:00,45
01:57:00,44
01:58:00,44
01:59:00,45
02:00:00,58
02:01:00,58
02:02:00,48
02:03:00,48
02:04:00,46
02:05:00,46
02:06:00,46
02:07:00,50
02:08:00,44
02:09:00,43
02:10:00,43
02:11:00,43
02:12:00,43
02:13:00,44
02:14:00,43
02:15:00,44
02:16:00,45
02:17:00,45
02:18:00,45
02:19:00,55
02:20:00,46
02:21:00,45
02:22:00,45
02:23:00,43
02:24:00,44
02:25:00,46
02:26:00,46
02:27:00,46
02:28:00,48
02:29:00,46
02:30:00,45
02:31:00,44
02:32:00,47
02:33:00,47
02:34:00,43
02:35:00,45
02:36:00,46
02:37:00,46
02:38:00,44
02:39:00,47
02:40:00,45
02:41:00,47
02:42:00,47
02:43:00,45
02:44:00,44
02:45:00,44
02:46:00,44
02:47:00,44
02:48:00,44
02:49:00,44
02:50:00,45
02:51:00,44
02:52:00,49
02:53:00,50
02:54:00,44
02:55:00,43
02:56:00,43
02:57:00,43
02:58:00,43
02:59:00,43
03:00:00,51
03:01:00,57
03:02:00,44
