ags,50009001,1413,-9635,-2020,161,46,-91
ags,50009002,1120,-9833,-2205,518,180,-665
ags,50009003,1118,-9860,-2203,523,195,-661
ags,50009004,1093,-9864,-2169,526,206,-668
ags,50009005,1081,-9823,-2152,538,237,-681
ags,50009006,1101,-9835,-2220,552,245,-688
ags,50009007,1106,-9835,-2227,561,246,-702
ags,50009008,1088,-9838,-2142,569,248,-721
ags,50009009,1103,-9845,-2139,578,246,-743
ags,50009010,1145,-9799,-2166,575,258,-759
ags,50009011,1140,-9791,-2144,571,260,-759
ags,50009012,1159,-9774,-2108,566,269,-751
ags,50009013,1208,-9740,-2132,577,284,-756
ags,50009014,1203,-9738,-2186,591,281,-763
ags,50009015,1191,-9733,-2166,585,284,-764
ags,50009016,1193,-9762,-2178,571,278,-771
ags,50009017,1201,-9784,-2159,566,278,-792
ags,50009018,1203,-9789,-2127,564,276,-812
ags,50009019,1181,-9772,-2178,556,278,-804
ags,50009020,1176,-9750,-2200,546,289,-788
ags,50009021,1191,-9764,-2125,531,281,-786
ags,50009022,1208,-9764,-2095,530,286,-791
ags,50009023,1237,-9769,-2127,530,288,-808
ags,50009024,1228,-9789,-2135,513,279,-812
ags,50009025,1225,-9791,-2113,495,291,-811
ags,50009026,1228,-9799,-2086,473,277,-817
ags,50009027,1201,-9799,-2105,447,266,-828
ags,50009028,1215,-9794,-2066,435,264,-834
ags,50009029,1242,-9757,-2054,436,272,-832
ags,50009030,1233,-9718,-2103,436,276,-827
ags,50009031,1220,-9718,-2100,420,261,-826
ags,50009032,1237,-9735,-2047,400,257,-814
ags,50009033,1242,-9708,-2027,375,243,-805
ags,50009034,1245,-9672,-2008,359,234,-806
ags,50009035,1281,-9655,-1959,353,242,-798
ags,50009036,1289,-9633,-1990,331,235,-791
ags,50009037,1296,-9652,-2078,306,243,-795
ags,50009038,1303,-9652,-2117,284,243,-787
ags,50009039,1298,-9659,-2076,248,238,-768
ags,50009040,1330,-9647,-2034,219,230,-752
ags,50009041,1330,-9633,-2044,192,224,-750
ags,50009042,1298,-9659,-2066,166,233,-759
ags,50009043,1308,-9628,-2115,144,233,-760
ags,50009044,1316,-9601,-2103,126,244,-745
ags,50009045,1338,-9613,-2037,114,234,-721
ags,50009046,1364,-9615,-2020,101,228,-698
ags,50009047,1362,-9613,-2017,83,228,-679
ags,50009048,1338,-9618,-1995,58,211,-657
ags,50009049,1330,-9647,-1964,37,210,-646
ags,50009050,1369,-9650,-1956,24,203,-644
ags,50009051,1374,-9645,-1988,15,191,-640
ags,50009052,1342,-9655,-2003,4,186,-635
ags,50009053,1318,-9628,-2012,-15,167,-632
ags,50009054,1320,-9601,-2000,-28,162,-627
ags,50009055,1330,-9615,-1986,-45,162,-611
ags,50009056,1313,-9601,-2027,-58,166,-598
