time,value
00:00:00,87
00:01:00,86
00:02:00,86
00:03:00,85
00:04:00,85
00:05:00,85
00:06:00,84
00:07:00,83
00:08:00,84
00:09:00,84
00:10:00,83
00:11:00,83
00:12:00,82
00:13:00,83
00:14:00,82
00:15:00,83
00:16:00,85
00:17:00,86
00:18:00,84
00:19:00,85
00:20:00,84
00:21:00,83
00:22:00,88
00:23:00,84
00:24:00,82
00:25:00,82
00:26:00,87
00:27:00,84
00:28:00,83
00:29:00,83
00:30:00,83
00:31:00,84
00:32:00,85
00:33:00,83
00:34:00,82
00:35:00,83
00:36:00,83
00:37:00,84
00:38:00,82
00:39:00,83
00:40:00,83
00:41:00,90
00:42:00,90
00:43:00,90
00:44:00,90
00:45:00,90
00:46:00,100
00:47:00,107
00:48:00,101
00:49:00,101
00:50:00,116
00:51:00,107
00:52:00,89
00:53:00,88
00:54:00,90
00:55:00,85
00:56:00,84
00:57:00,86
00:58:00,85
00:59:00,85
01:00:00,85
01:01:00,85
01:02:00,83
01:03:00,83
01:04:00,87
01:05:00,85
01:06:00,80
01:07:00,82
01:08:00,81
01:09:00,82
01:10:00,79
01:11:00,82
01:12:00,82
01:13:00,82
01:14:00,79
01:15:00,85
01:16:00,82
01:17:00,81
01:18:00,80
01:19:00,80
01:20:00,80
01:21:00,78
01:22:00,80
01:23:00,80
01:24:00,81
01:25:00,80
01:26:00,80
01:27:00,80
01:28:00,82
01:29:00,78
01:30:00,79
01:31:00,80
01:32:00,78
01:33:00,79
01:34:00,79
01:35:00,78
01:36:00,79
01:37:00,79
01:38:00,79
01:39:00,79
01:40:00,78
01:41:00,79
01:42:00,78
01:43:00,79
01:44:00,78
01:45:00,79
01:46:00,79
01:47:00,79
01:48:00,78
01:49:00,77
01:50:00,77
01:51:00,77
01:52:00,77
01:53:00,84
01:54:00,78
01:55:00,78
01:56:00,80
01:57:00,81
01:58:00,81
01:59:00,81
02:00:00,80
02:01:00,80
02:02:00,77
02:03:00,79
02:04:00,79
02:05:00,77
02:06:00,76
02:07:00,79
02:08:00,79
02:09:00,80
02:10:00,89
02:11:00,85
02:12:00,79
02:13:00,80
02:14:00,78
02:15:00,82
02:16:00,79
02:17:00,78
02:18:00,76
02:19:00,76
02:20:00,79
02:21:00,75
02:22:00,77
02:23:00,75
02:24:00,76
02:25:00,73
02:26:00,78
02:27:00,77
02:28:00,73
02:29:00,76
02:30:00,80
02:31:00,75
02:32:00,75
02:33:00,79
02:34:00,73
02:35:00,76
02:36:00,76
02:37:00,77
02:38:00,70
02:39:00,73
02:40:00,70
02:41:00,69
02:42:00,73
02:43:00,73
02:44:00,75
02:45:00,73
02:46:00,69
02:47:00,77
02:48:00,75
02:49:00,70
02:50:00,74
02:51:00,63
02:52:00,67
02:53:00,70
02:54:00,64
02:55:00,67
02:56:00,68
02:57:00,68
02:58:00,67
02:59:00,61
03:00:00,65
03:01:00,73
03:02:00,68
03:03:00,67
